"mu","est.mean","est.var","est.bias","mse.part","mse.sum.part","mae.part","est.esss","abserr.part","cov.part","hpd.part","model","min1","max1","min2","max2","min3","max3","min_simx","max_simx","num_iterations","numsources","diff1","diff2","outcome_type","truep","diff1_c","diff2_c"
1,1.03287938182493,0.0154248187373927,0.032879381824928,0.0165058724865822,0.0164904476678448,0.0982560926461518,36.3672976184633,0.032879381824928,0.983,0.568872022929245,"relaxedMEM_twosource",-0.4,2.6,NA,NA,NA,NA,-0.4,2.6,1000,3,0.1,0.1,"continuous",NA,"Mean Difference SS1 = 0.1","Mean Difference SS2 = 0.1"
1,0.991877138473379,0.0380807520981237,-0.00812286152662078,0.0381467329775044,0.0381086522254062,0.151654847292689,0.143733349073706,0.00812286152662078,0.944,0.731921249776825,"MEM",-1.5,3.5,NA,NA,NA,NA,-1.5,3.5,1000,3,1,-1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
1,0.99257057725778,0.0207620015738013,-0.00742942274222025,0.0208171978960839,0.0207964358945101,0.0786413928202437,60,0.00742942274222025,0.942,0.449696723250964,"relaxedMEM_allornothing",0.7,1.3,NA,NA,NA,NA,-1.5,3.5,1000,3,1,-1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
1,0.992463363110782,0.034528353621841,-0.00753663688921824,0.0345851545174409,0.0345506261638191,0.146196730541209,0.051186648675165,0.00753663688921824,0.945,0.718454465887565,"relaxedMEM_max",-1.5,-0.2,0.2,1.8,2.1,3.5,-1.5,3.5,1000,3,1,-1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
1,0.992463365659389,0.0345283302694583,-0.00753663434061058,0.0345851311266424,0.0345506027963729,0.146196681102962,0.0512170703208402,0.00753663434061058,0.944,0.718800853057068,"relaxedMEM_sqrtmax",-1.5,-0.2,0.2,1.8,2.1,3.5,-1.5,3.5,1000,3,1,-1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
1,0.989372489035157,0.0232294139962197,-0.0106275109648429,0.0233423579855276,0.0233191285715314,0.096732400663855,51.714553822907,0.0106275109648429,0.956,0.533781992470188,"relaxedMEM_stretch1",-1.5,0.4,0.7,3.5,NA,NA,-1.5,3.5,1000,3,1,-1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
1,0.991877139514791,0.0380807363079384,-0.00812286048520905,0.0381467171704006,0.0381086364340926,0.151654809661343,0.143761543219742,0.00812286048520905,0.943,0.732165785883113,"relaxedMEM_stretchsqrt",-1.5,3.5,NA,NA,NA,NA,-1.5,3.5,1000,3,1,-1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
1,0.991877138473379,0.0380807520981237,-0.00812286152662078,0.0381467329775044,0.0381086522254062,0.151654847292689,0.143733349073706,0.00812286152662078,0.943,0.732387423278594,"relaxedMEM_twosource",-1.5,3.5,NA,NA,NA,NA,-1.5,3.5,1000,3,1,-1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
1,0.974644544629819,0.0238616733971396,-0.0253554553701807,0.0245045725141688,0.0244807108407717,0.118831606004879,17.104643671432,0.0253554553701807,0.966,0.649732008386238,"MEM",-0.6,3.5,NA,NA,NA,NA,-0.6,3.5,1000,3,1,-0.1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
1,0.993108785396607,0.0353808295062682,-0.00689121460339326,0.0354283183449782,0.0353929375154719,0.137295846771666,17.6034513625853,0.00689121460339326,0.853,0.606306087157674,"relaxedMEM_allornothing",1.2,1.7,NA,NA,NA,NA,-0.6,3.5,1000,3,1,-0.1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
1,1.03481869000838,0.0310201971242849,0.0348186900083756,0.0322325382981843,0.03220151810106,0.149024667176302,7.27937662003606,0.0348186900083756,0.985,0.854596555856416,"relaxedMEM_max",0.2,0.7,0.9,2.7,NA,NA,-0.6,3.5,1000,3,1,-0.1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
1,1.0373316715475,0.030986923368056,0.0373316715475038,0.0323805770685867,0.0323495901452186,0.150149736049726,8.0821881259696,0.0373316715475038,0.983,0.852842062536538,"relaxedMEM_sqrtmax",0.3,0.7,0.9,2.6,NA,NA,-0.6,3.5,1000,3,1,-0.1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
1,1.00821500086318,0.0327218774119192,0.00821500086318028,0.0327893636511013,0.0327566417736893,0.141189866305757,20.6629970169708,0.00821500086318028,0.932,0.674189322482798,"relaxedMEM_stretch1",-0.6,3.5,NA,NA,NA,NA,-0.6,3.5,1000,3,1,-0.1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
1,0.975918148159397,0.0239982677664964,-0.0240818518406025,0.0245782033545692,0.0245542050868027,0.119073695617912,17.2682640734405,0.0240818518406025,0.967,0.653682800888461,"relaxedMEM_stretchsqrt",-0.6,3.5,NA,NA,NA,NA,-0.6,3.5,1000,3,1,-0.1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
1,0.974644544629819,0.0238616733971396,-0.0253554553701807,0.0245045725141688,0.0244807108407717,0.118831606004879,17.104643671432,0.0253554553701807,0.967,0.649708215525465,"relaxedMEM_twosource",-0.6,3.5,NA,NA,NA,NA,-0.6,3.5,1000,3,1,-0.1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.939,0.733920488161035,"MEM",0.5,3.5,NA,NA,NA,NA,0.5,3.5,1000,3,1,1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.942,0.734052485485865,"relaxedMEM_allornothing",1.7,2.3,NA,NA,NA,NA,0.5,3.5,1000,3,1,1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.94,0.733798701831671,"relaxedMEM_max",1.6,2.4,NA,NA,NA,NA,0.5,3.5,1000,3,1,1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.939,0.734226371987295,"relaxedMEM_sqrtmax",1.7,2.4,NA,NA,NA,NA,0.5,3.5,1000,3,1,1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
1,0.998928014362262,0.0385121068624677,-0.00107198563773792,0.0385132560156753,0.0384747439088128,0.152525221795345,0.0673841492954995,0.00107198563773792,0.941,0.735960819653469,"relaxedMEM_stretch1",0.5,1.2,1.6,2.4,2.7,3.5,0.5,3.5,1000,3,1,1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
1,1.00281903335182,0.0388094058446063,0.00281903335181855,0.038817352793645,0.0387785433878004,0.153877204490667,0.517381263039388,0.00281903335181855,0.943,0.756545578123247,"relaxedMEM_stretchsqrt",0.5,1.1,1.5,2.4,2.9,3.5,0.5,3.5,1000,3,1,1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.938,0.734178385835877,"relaxedMEM_twosource",0.5,3.5,NA,NA,NA,NA,0.5,3.5,1000,3,1,1,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
