"model","mu","est.mean","est.var","est.bias","mse.part","mse.sum.part","mae.part","est.esss","abserr.part","cov.part","hpd.part","num_iterations","numsources","diff1","diff2","k","outcome_type","truep","diff1_c","diff2_c"
"relaxedMEM_stretch1",1,0.991877138473379,0.0380807520981237,-0.00812286152662078,0.0381467329775044,0.0381086522254062,0.151654847292689,0.143733349073706,0.00812286152662078,0.942,0.732150314363805,1000,3,1,-1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
"relaxedMEM_stretchsqrt",1,0.991877138473379,0.0380807520981237,-0.00812286152662078,0.0381467329775044,0.0381086522254062,0.151654847292689,0.143733349073706,0.00812286152662078,0.942,0.732122686604629,1000,3,1,-1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
"relaxedMEM_twosource",1,0.991877138473379,0.0380807520981237,-0.00812286152662078,0.0381467329775044,0.0381086522254062,0.151654847292689,0.143733349073706,0.00812286152662078,0.943,0.732542697583486,1000,3,1,-1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -1"
"MEM",1,0.974644544629819,0.0238616733971396,-0.0253554553701807,0.0245045725141688,0.0244807108407717,0.118831606004879,17.104643671432,0.0253554553701807,0.966,0.649732008386238,1000,3,1,-0.1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
"relaxedMEM_allornothing",1,0.970675115520398,0.0227350252524151,-0.0293248844796016,0.0235949741021571,0.0235722390769047,0.120006344180333,30,0.0293248844796016,0.967,0.580850698913614,1000,3,1,-0.1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
"relaxedMEM_max",1,0.974278295706345,0.0237401894065138,-0.0257217042936546,0.024401795478284,0.0243780552888775,0.11844469826784,18.2136950130123,0.0257217042936546,0.967,0.646745660392977,1000,3,1,-0.1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
"relaxedMEM_sqrtmax",1,0.972700365157627,0.0232414175525009,-0.0272996348423727,0.0239866876150278,0.0239634461974753,0.118318517679468,23.3752383540895,0.0272996348423727,0.965,0.620192823503064,1000,3,1,-0.1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
"relaxedMEM_stretch1",1,0.971186578223131,0.0228592235636377,-0.0288134217768685,0.0236894368381294,0.0236665776145658,0.1194948814776,28.1480936156207,0.0288134217768685,0.966,0.58725085362744,1000,3,1,-0.1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
"relaxedMEM_stretchsqrt",1,0.97293440488271,0.0233067044313194,-0.0270655951172896,0.0240392508703724,0.0240159441659411,0.11836284718996,22.6505113115752,0.0270655951172896,0.967,0.622481496518219,1000,3,1,-0.1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
"relaxedMEM_twosource",1,0.974552275375377,0.0238593562689317,-0.0254477246246233,0.0245069429575023,0.0244830836012334,0.11883502620023,17.0959270238175,0.0254477246246233,0.968,0.649557331596871,1000,3,1,-0.1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = -0.1"
"MEM",1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.939,0.733920488161035,1000,3,1,1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
"relaxedMEM_allornothing",1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.942,0.734052485485865,1000,3,1,1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
"relaxedMEM_max",1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.94,0.733798701831671,1000,3,1,1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
"relaxedMEM_sqrtmax",1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.939,0.734226371987295,1000,3,1,1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
"relaxedMEM_stretch1",1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.941,0.733871274133522,1000,3,1,1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
"relaxedMEM_stretchsqrt",1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.943,0.734054576662694,1000,3,1,1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
"relaxedMEM_twosource",1,0.998582434339115,0.038415589121819,-0.00141756566088458,0.038417598614222,0.0383791830251001,0.152204983124124,0.0567390486700154,0.00141756566088458,0.938,0.734178385835877,1000,3,1,1,0.9,"continuous",NA,"Mean Difference SS1 = 1","Mean Difference SS2 = 1"
